Node_ID	Mode	EigenVector_UZ
1	10	-0.00027495816636447
1	12	0.000162612075911791
1	14	-0.000139933740315176
1	17	0.000303951893351203
1	20	-8.01884168163586E-05
2	10	-0.00027417171764457
2	12	-0.00015689762146315
2	14	-0.000141824443326154
2	17	-0.000303628882262823
2	20	-7.21666847886691E-05
3	10	-3.08305465056251E-05
3	12	2.36621272570493E-06
3	14	6.03364735460893E-06
3	17	-6.50954137423912E-06
3	20	0.00019495494964123
4	10	-3.02878300325575E-05
4	12	-3.83792526558517E-06
4	14	6.06558178561356E-06
4	17	1.29318274941953E-05
4	20	0.000186593575721387
18	10	-0.000378791773987618
18	12	5.49956455768058E-06
18	14	-0.00027062959120984
18	17	3.72263162330476E-06
18	20	-9.29185985670781E-06
35734	10	-5.40261378651389E-05
35734	12	2.11326650169165E-05
35734	14	-6.88242126152285E-08
35734	17	2.05689485076599E-05
35734	20	0.000187457943979431
35736	10	-2.93070056869399E-05
35736	12	1.00778559510811E-06
35736	14	5.7885420742299E-06
35736	17	-5.30092843697982E-06
35736	20	0.000194051908745747
35737	10	-5.19601979102392E-05
35737	12	1.03338334221547E-05
35737	14	-1.38253013715769E-05
35737	17	2.25814603968889E-05
35737	20	0.000202367767789146
35743	10	-2.87904886191317E-05
35743	12	5.63168761054248E-07
35743	14	5.60910709615824E-06
35743	17	-3.07028192713507E-06
35743	20	0.000193067528550677
35744	10	-5.41067445050035E-05
35744	12	7.47390336099561E-06
35744	14	-1.96747697574271E-05
35744	17	2.09083569692506E-05
35744	20	0.000214308577047764
35750	10	-2.87316796183506E-05
35750	12	2.67275497842048E-07
35750	14	5.08774758719956E-06
35750	17	-8.26549195175103E-07
35750	20	0.000192097385462018
35751	10	-5.6026768852653E-05
35751	12	5.11777594925803E-06
35751	14	-2.34317693355041E-05
35751	17	1.70674568266163E-05
35751	20	0.000222880163795383
35755	10	-2.86477782237663E-05
35755	12	3.33239351612169E-09
35755	14	4.87121738297256E-06
35755	17	9.25637328644324E-07
35755	20	0.000191339449123231
35756	10	-5.68440251721324E-05
35756	12	2.72330492924437E-06
35756	14	-2.50748116747545E-05
35756	17	1.16340225818488E-05
35756	20	0.000227212221407033
35760	10	-2.86330967178541E-05
35760	12	-3.56301640460145E-07
35760	14	4.58880213803754E-06
35760	17	2.74346223375312E-06
35760	20	0.000190708933838017
35761	10	-5.59858580769615E-05
35761	12	2.21274619783734E-07
35761	14	-2.43857622822667E-05
35761	17	5.59845890921786E-06
35761	20	0.0002267408843243
35765	10	-2.88213905918497E-05
35765	12	-8.18363643339157E-07
35765	14	4.34491317824891E-06
35765	17	4.61552399662985E-06
35765	20	0.000190279000145616
35766	10	-5.37829621168246E-05
35766	12	-2.20148039569343E-06
35766	14	-2.18513697573855E-05
35766	17	7.21897899783175E-09
35766	20	0.000222143922193095
35770	10	-2.8865910634242E-05
35770	12	-1.17114534899096E-06
35770	14	4.39674903893395E-06
35770	17	6.45689166884889E-06
35770	20	0.000189635033071499
35771	10	-5.11929480512329E-05
35771	12	-4.30820126937059E-06
35771	14	-1.85330158812036E-05
35771	17	-4.40249110009901E-06
35771	20	0.000215013797206613
35775	10	-2.89309842039031E-05
35775	12	-1.5037542146983E-06
35775	14	4.53534421152437E-06
35775	17	8.44191062657848E-06
35775	20	0.000188897691792914
35776	10	-4.84681523463622E-05
35776	12	-6.27214033971833E-06
35776	14	-1.44574267308487E-05
35776	17	-7.35543578095237E-06
35776	20	0.000205589431291558
35780	10	-2.90070958596246E-05
35780	12	-1.88720458259177E-06
35780	14	4.87864354039456E-06
35780	17	1.07628677179355E-05
35780	20	0.000188009755645104
35781	10	-4.71904497944914E-05
35781	12	-9.14351393296835E-06
35781	14	-1.02068641090023E-05
35781	17	-1.01812375852061E-05
35781	20	0.000194280501703102
35786	10	-5.21101330468658E-05
35786	12	-2.15984435100213E-05
35786	14	9.79331519554628E-07
35786	17	-1.1999312374328E-05
35786	20	0.000179101424278829
35788	10	-8.92847380070441E-05
35788	12	4.80819198712799E-05
35788	14	-1.33893516957594E-05
35788	17	6.36576359751011E-05
35788	20	0.000173145480661667
35791	10	-8.93604247012671E-05
35791	12	2.94276867951489E-05
35791	14	-4.09344216278542E-05
35791	17	6.35236201764802E-05
35791	20	0.000207690461738981
35796	10	-9.51583426485539E-05
35796	12	2.07806110851437E-05
35796	14	-5.79216335673522E-05
35796	17	5.67856550188162E-05
35796	20	0.000238788919764663
35800	10	-0.00010110179437225
35800	12	1.44579688931298E-05
35800	14	-6.90112428541978E-05
35800	17	4.44026232230332E-05
35800	20	0.000262326601295596
35804	10	-0.000104545717609667
35804	12	8.13587675020934E-06
35804	14	-7.48764727916001E-05
35804	17	2.76924726640105E-05
35804	20	0.000275977793495168
35808	10	-0.000104404601205489
35808	12	1.54606982681102E-06
35808	14	-7.53821633181002E-05
35808	17	8.73965438735033E-06
35808	20	0.000278648651064878
35812	10	-0.000100822536362895
35812	12	-4.98748094004445E-06
35812	14	-7.10227551265775E-05
35812	17	-1.00110036794056E-05
35812	20	0.00027081851192698
35816	10	-9.48042052268608E-05
35816	12	-1.11682461543349E-05
35816	14	-6.27462805310002E-05
35816	17	-2.64371765195781E-05
35816	20	0.000253926618677273
35820	10	-8.80310279775855E-05
35820	12	-1.74916469510988E-05
35820	14	-5.13828470622014E-05
35820	17	-3.94719755168847E-05
35820	20	0.000229556057768062
35824	10	-8.36883482288183E-05
35824	12	-2.69024068946022E-05
35824	14	-3.64249453756967E-05
35824	17	-4.91724715976903E-05
35824	20	0.000199294125255293
35828	10	-8.61744102118268E-05
35828	12	-4.73451524863876E-05
35828	14	-1.1473942293004E-05
35828	17	-5.3507289450828E-05
35828	20	0.000164981984857483
35830	10	-0.000130200637111277
35830	12	7.78311727174303E-05
35830	14	-3.2356519400889E-05
35830	17	0.000115085051853572
35830	20	0.000150667009357123
35833	10	-0.000134048833463875
35833	12	5.3570187278436E-05
35833	14	-7.1564817934321E-05
35833	17	0.000110830371361816
35833	20	0.000203049289190656
35838	10	-0.000144674257761446
35838	12	3.87207123067951E-05
35838	14	-0.000100925551386386
35838	17	9.80727956865945E-05
35838	20	0.000253085373581798
35842	10	-0.000155476065456534
35842	12	2.69480604826361E-05
35842	14	-0.000121377335552694
35842	17	7.57976217339051E-05
35842	20	0.000292378442887681
35846	10	-0.000162407432985422
35846	12	1.52499894112362E-05
35846	14	-0.000133022014541337
35846	17	4.57356008762949E-05
35846	20	0.00031643048146535
35850	10	-0.000163593309035919
35850	12	3.0666928290409E-06
35850	14	-0.000135620247860414
35850	17	1.12887705043678E-05
35850	20	0.000323096138422303
35854	10	-0.000158846140135277
35854	12	-9.17252588906867E-06
35854	14	-0.000129489530391881
35854	17	-2.33663942657408E-05
35854	20	0.000312266474989682
35858	10	-0.000149391104277243
35858	12	-2.11010817128957E-05
35858	14	-0.00011557256696834
35858	17	-5.43273567856164E-05
35858	20	0.000285448201216945
35862	10	-0.000137837210442375
35862	12	-3.35003049718257E-05
35862	14	-9.48714166840037E-05
35862	17	-7.88777905346588E-05
35862	20	0.000245317598273009
35866	10	-0.000128327446987097
35866	12	-4.96591059663149E-05
35866	14	-6.71333639961561E-05
35866	17	-9.56132127079214E-05
35866	20	0.000195710887547775
35870	10	-0.000126405290853169
35870	12	-7.5862502603325E-05
35870	14	-3.00736755404125E-05
35870	17	-0.000104371138090415
35870	20	0.000143322725399184
35872	10	-0.000171277365884369
35872	12	0.000106225691534877
35872	14	-5.46424457722098E-05
35872	17	0.000167784990730136
35872	20	0.000119940045224466
35875	10	-0.000179539459077621
35875	12	7.84105578624325E-05
35875	14	-0.000102622318548031
35875	17	0.000158847682857656
35875	20	0.000185478730299584
35880	10	-0.000195456393545628
35880	12	5.84423306840781E-05
35880	14	-0.000142503367495324
35880	17	0.000139400281287005
35880	20	0.00025001178147052
35884	10	-0.000211229832773988
35884	12	4.09477626223795E-05
35884	14	-0.000171878164266312
35884	17	0.000106864328389408
35884	20	0.000302023078100312
35888	10	-0.000221778193526319
35888	12	2.31240625176516E-05
35888	14	-0.000189408652729438
35888	17	6.30903581620184E-05
35888	20	0.000334874206614609
35892	10	-0.000224449964081532
35892	12	4.46495954347418E-06
35892	14	-0.000194279761561879
35892	17	1.27614130364269E-05
35892	20	0.000345130307203213
35896	10	-0.000218722355893972
35896	12	-1.43844531939509E-05
35896	14	-0.000186539712265482
35896	17	-3.81464657385572E-05
35896	20	0.000332059117053198
35900	10	-0.000205984592762732
35900	12	-3.28219691429726E-05
35900	14	-0.000167150521708851
35900	17	-8.37913620703072E-05
35900	20	0.000297288506451156
35904	10	-0.000189456990219653
35904	12	-5.14590929676935E-05
35904	14	-0.000137508811077084
35904	17	-0.000119703296448096
35904	20	0.000244578479230465
35908	10	-0.000174194039863738
35908	12	-7.31500436902774E-05
35908	14	-9.8782363486121E-05
35908	17	-0.00014379831513173
35908	20	0.000180067682778764
35912	10	-0.000167313498382832
35912	12	-0.000103095781207918
35912	14	-5.25013689000046E-05
35912	17	-0.000157545445783008
35912	20	0.000114152827472274
35914	10	-0.000208078156446575
35914	12	0.000130218634721324
35914	14	-7.76899110189779E-05
35914	17	0.000215783259690154
35914	20	8.23528742724944E-05
35917	10	-0.000220609246207749
35917	12	0.000100919054512904
35917	14	-0.0001307855508781
35917	17	0.000202550876835198
35917	20	0.000154706958108841
35922	10	-0.000241417971212627
35922	12	7.73967068734663E-05
35922	14	-0.000177777851962577
35922	17	0.000176671835019251
35922	20	0.000226996543952555
35926	10	-0.000261729211242828
35926	12	5.48113379160884E-05
35926	14	-0.000213943939438468
35926	17	0.000134461494504721
35926	20	0.000286463333999369
35930	10	-0.000275569430483509
35930	12	3.08775587179789E-05
35930	14	-0.000236321806403825
35930	17	7.79671029129827E-05
35930	20	0.000324839138271091
35934	10	-0.000279643528771948
35934	12	5.54822004652923E-06
35934	14	-0.00024317960833026
35934	17	1.30430922091103E-05
35934	20	0.000337594021243375
35938	10	-0.000273112120997965
35938	12	-2.00814931509197E-05
35938	14	-0.000234176219209304
35938	17	-5.27024217394576E-05
35938	20	0.000323451809321144
35942	10	-0.000257473506593793
35942	12	-4.49211210516702E-05
35942	14	-0.000210403162536065
35942	17	-0.000111664111903797
35942	20	0.000284143239404724
35946	10	-0.000236431683644214
35946	12	-6.90077886853557E-05
35946	14	-0.000174012277195506
35946	17	-0.000157869910428936
35946	20	0.000224302656295115
35950	10	-0.00021593531957749
35950	12	-9.45308769094978E-05
35950	14	-0.000127849881318914
35950	17	-0.000188747535644421
35950	20	0.00015181409956361
35954	10	-0.00020436711954775
35954	12	-0.000126074877138057
35954	14	-7.61042523105734E-05
35954	17	-0.000206914648402662
35954	20	7.87752806637133E-05
35956	10	-0.000237466159547915
35956	12	0.000147916209645458
35956	14	-9.90966147130985E-05
35956	17	0.000254628838872853
35956	20	4.0675039703028E-05
35959	10	-0.000253404240604656
35959	12	0.000119248724204457
35959	14	-0.000152991966750809
35959	17	0.000238197458573341
35959	20	0.000112606368596434
35964	10	-0.000278141452605221
35964	12	9.39075141718463E-05
35964	14	-0.000203042416195026
35964	17	0.00020693506639248
35964	20	0.000185352062144676
35968	10	-0.000302082833276555
35968	12	6.72531191563927E-05
35968	14	-0.000243087200208877
35968	17	0.000156424301721363
35968	20	0.000246124247499583
35972	10	-0.000318632733115921
35972	12	3.77999947024581E-05
35972	14	-0.000268688305843148
35972	17	8.92395578429582E-05
35972	20	0.000286026955066925
35976	10	-0.00032390053970486
35976	12	6.21877600390636E-06
35976	14	-0.000277001416276147
35976	17	1.22291217363528E-05
35976	20	0.000299878844924746
35980	10	-0.000316758179166421
35980	12	-2.57346467638619E-05
35980	14	-0.000267213571553653
35980	17	-6.57137609832348E-05
35980	20	0.000286033219192499
35984	10	-0.000298802986613153
35984	12	-5.62743234873585E-05
35984	14	-0.000240668385980772
35984	17	-0.000135616076994994
35984	20	0.000246231541818804
35988	10	-0.000274215002462643
35988	12	-8.46286557452944E-05
35988	14	-0.000200511684171923
35988	17	-0.000190323107492149
35988	20	0.000185559465584445
35992	10	-0.000249593506756372
35992	12	-0.000112086916978308
35992	14	-0.000151127545127788
35992	17	-0.000226593816206604
35992	20	0.000112591980193393
35996	10	-0.000234300487305921
35996	12	-0.000142968486847107
35996	14	-9.83358138621372E-05
35996	17	-0.000247774742824602
35996	20	3.9751609438908E-05
35998	10	-0.000257884857791295
35998	12	0.000158721268713669
35998	14	-0.000116900894943553
35998	17	0.000281874083406021
35998	20	-1.24565386600085E-06
36001	10	-0.000275893232309068
36001	12	0.000132745493145351
36001	14	-0.00016712355353881
36001	17	0.000263768828592713
36001	20	6.33693320566246E-05
36006	10	-0.000303090983276879
36006	12	0.000107108270307726
36006	14	-0.000216121620375599
36006	17	0.000228448441204896
36006	20	0.000129527084705112
36010	10	-0.000329598643055341
36010	12	7.74955817419548E-05
36010	14	-0.000257200135336026
36010	17	0.000171544358384538
36010	20	0.000185667233969673
36014	10	-0.000348182757463765
36014	12	4.3422304119276E-05
36014	14	-0.000284380676396974
36014	17	9.63632558872272E-05
36014	20	0.000223125033257898
36018	10	-0.000354389803377708
36018	12	6.45714996621817E-06
36018	14	-0.00029357632726428
36018	17	1.0543472921636E-05
36018	20	0.00023664384119694
36022	10	-0.000346839226696588
36022	12	-3.0916286039456E-05
36022	14	-0.000283489929047471
36022	17	-7.62104189107893E-05
36022	20	0.000224428814778976
36026	10	-0.00032722649607474
36026	12	-6.61578371621194E-05
36026	14	-0.000255777053139178
36026	17	-0.000154073659283616
36026	20	0.000188090624726262
36030	10	-0.000300204415972655
36030	12	-9.7526554482004E-05
36030	14	-0.000214740576534663
36030	17	-0.000215015072284377
36030	20	0.000132614938315803
36034	10	-0.000273028100304923
36034	12	-0.00012522998043863
36034	14	-0.000166351082263261
36034	17	-0.000255002410340855
36034	20	6.63432059214916E-05
36038	10	-0.000255432274066627
36038	12	-0.000153226287120673
36038	14	-0.000117077308676588
36038	17	-0.000277347034046853
36038	20	6.56470394690599E-07
36040	10	-0.000269448853023963
36040	12	0.000163294596200223
36040	14	-0.000129838055806472
36040	17	0.000297324060295535
36040	20	-3.88397861528599E-05
36043	10	-0.000287824988183012
36043	12	0.000141837542382037
36043	14	-0.000172119355853537
36043	17	0.000279151893716748
36043	20	1.25207979969829E-05
36048	10	-0.000316069628668321
36048	12	0.000116918061465274
36048	14	-0.000216962578419734
36048	17	0.000240999940326797
36048	20	6.63492444833942E-05
36052	10	-0.000344206071925184
36052	12	8.51926443545532E-05
36052	14	-0.000257089756964799
36052	17	0.00017968169493073
36052	20	0.000112882227911272
36056	10	-0.000364210141109651
36056	12	4.75143103608531E-05
36056	14	-0.000284589188156798
36056	17	9.94195417885352E-05
36056	20	0.000144498025795337
36060	10	-0.000371088359841274
36060	12	6.31851634053938E-06
36060	14	-0.000294168454570154
36060	17	8.30091110988879E-06
36060	20	0.000156456850855146
36064	10	-0.000363332460602904
36064	12	-3.52932079067783E-05
36064	14	-0.000284186976516319
36064	17	-8.3669526459176E-05
36064	20	0.000146946570009389
36068	10	-0.00034264412117136
36068	12	-7.41468283060163E-05
36068	14	-0.00025650848752793
36068	17	-0.000166349765023578
36068	20	0.000117390281614345
36072	10	-0.000314142313594238
36072	12	-0.000107582013821587
36072	14	-0.000216571957398123
36072	17	-0.000231243065635473
36072	20	7.21114916544585E-05
36076	10	-0.000285874093828355
36076	12	-0.000134388769869943
36076	14	-0.000172316916266166
36076	17	-0.000273414082942228
36076	20	1.83355427628976E-05
36080	10	-0.000267744412329355
36080	12	-0.000157520677752758
36080	14	-0.00013089710332446
36080	17	-0.00029502297540291
36080	20	-3.42625015842013E-05
36082	10	-0.000273992917728621
36082	12	0.000163553721292057
36082	14	-0.000137442074920652
36082	17	0.000303193881020468
36082	20	-6.70710279609468E-05
36085	10	-0.000291097262934345
36085	12	0.000147780387810657
36085	14	-0.000168740667033112
36085	17	0.000286244544364565
36085	20	-3.33997181933918E-05
36090	10	-0.000319774819793087
36090	12	0.000123603634775913
36090	14	-0.000208779147339351
36090	17	0.000246079748828272
36090	20	3.98341557247308E-06
36094	10	-0.000348886331108978
36094	12	9.03077439942325E-05
36094	14	-0.000247112477116202
36094	17	0.000182098012749425
36094	20	3.74071412945214E-05
36098	10	-0.000369749250083928
36098	12	5.0064177690564E-05
36098	14	-0.000274052967197822
36098	17	9.92894381297001E-05
36098	20	6.08046505496178E-05
36102	10	-0.000377165289750069
36102	12	5.93457562889144E-06
36102	14	-0.000283761796718963
36102	17	5.88649360846554E-06
36102	20	7.04438361556534E-05
36106	10	-0.000369255219593914
36106	12	-3.86048066872839E-05
36106	14	-0.000274036856679438
36106	17	-8.82377258186799E-05
36106	20	6.41854626603106E-05
36110	10	-0.000348002185692984
36110	12	-7.99762041394567E-05
36110	14	-0.000247201434665416
36110	17	-0.000173028758142852
36110	20	4.36391512192714E-05
36114	10	-0.000318658713338456
36114	12	-0.000114878028237515
36114	14	-0.000209166757773377
36114	17	-0.000239878396896978
36114	20	1.20104925414485E-05
36118	10	-0.000289919491051291
36118	12	-0.000140728259797335
36118	14	-0.000169662379461983
36118	17	-0.000283156627119989
36118	20	-2.51337548500778E-05
36122	10	-0.000272902614542546
36122	12	-0.000157729407988299
36122	14	-0.000139140534598706
36122	17	-0.00030249983619298
36122	20	-6.03228454976474E-05
36127	10	-0.000291244671290478
36127	12	0.000151236411570182
36127	14	-0.000162785254983314
36127	17	0.000288847282880207
36127	20	-6.81589868284106E-05
36133	10	-0.000320430103854188
36133	12	0.0001273195487661
36133	14	-0.000199463656114832
36133	17	0.000247539909320371
36133	20	-4.94700582594646E-05
36139	10	-0.000349994040491946
36139	12	9.31566646858671E-05
36139	14	-0.000235590594706091
36139	17	0.000182167587639385
36139	20	-3.04405593592091E-05
36145	10	-0.000371197989478693
36145	12	5.14276305377826E-05
36145	14	-0.000261296184488902
36145	17	9.81444937071527E-05
36145	20	-1.59415375020423E-05
36157	10	-0.000370976967136933
36157	12	-4.08051549991203E-05
36157	14	-0.00026154921871126
36157	17	-9.12321058490164E-05
36157	20	-1.1877825615255E-05
36163	10	-0.000349588686700909
36163	12	-8.35788098637795E-05
36163	14	-0.000236143829251329
36163	17	-0.000176720443510726
36163	20	-2.2949722284159E-05
36169	10	-0.000319892120612262
36169	12	-0.000119207647318619
36169	14	-0.000200390724141721
36169	17	-0.000244116133129886
36169	20	-3.98059633674349E-05
36175	10	-0.000290598779342117
36175	12	-0.000144605358933883
36175	14	-0.000164157100117492
36175	17	-0.000287399419636089
36175	20	-5.81170975703563E-05
