Node_ID	Mode	Eigenvector UZ
167	1	0.053778652
168	1	0
169	1	0.042420642
170	1	0
171	1	0.031082154
172	1	0
173	1	0.020352987
174	1	0
175	1	0.010983403
176	1	0
177	1	0.003943019
178	1	0
179	1	0.000282359
180	1	0
181	1	0
182	1	0
183	1	0
184	1	0
185	1	0
186	1	0
187	1	0
188	1	0
189	1	0
190	1	0
191	1	0
192	1	0
193	1	0
194	1	0
195	1	0
196	1	0
197	1	0
198	1	0
199	1	0
200	1	0
201	1	0
202	1	0
203	1	0
204	1	0
205	1	0
206	1	0
207	1	0
208	1	0
209	1	0
210	1	0
211	1	0
212	1	0
213	1	0
214	1	0
215	1	0
216	1	0
217	1	0
218	1	0
219	1	0
220	1	0
221	1	0
222	1	0
223	1	0
224	1	0
225	1	0
226	1	0
227	1	0
228	1	0
229	1	0
230	1	0
231	1	0
232	1	0
233	1	0
234	1	0
235	1	0
236	1	0
237	1	0
238	1	0
239	1	0
240	1	0
241	1	0
242	1	0
243	1	0.000282107
244	1	0
245	1	0.003942955
246	1	0
247	1	0.010983299
248	1	0
249	1	0.020353295
250	1	0
251	1	0.031086267
252	1	0
253	1	0.042424852
254	1	0
255	1	0.053784442
256	1	0
257	1	0.064707294
258	1	0
259	1	0.07482867
260	1	0
261	1	0.083854646
262	1	0
263	1	0.091548431
264	1	0
265	1	0.097722307
266	1	0
267	1	0.102233072
268	1	0
269	1	0.104979565
270	1	0
271	1	0.105901394
272	1	0
273	1	0.104978393
274	1	0
275	1	0.102230537
276	1	0
277	1	0.097718206
278	1	0
279	1	0.091542785
280	1	0
281	1	0.083847834
282	1	0
283	1	0.074821392
284	1	0
285	1	0.064700388
286	1	0
287	1	0.053778652
288	1	0
289	1	0.042420642
290	1	0
291	1	0.031082154
292	1	0
293	1	0.020352987
294	1	0
295	1	0.010983403
296	1	0
297	1	0.003943019
298	1	0
299	1	0.000282359
300	1	0
301	1	0
302	1	0
303	1	0
304	1	0
305	1	0
306	1	0
307	1	0
308	1	0
309	1	0
310	1	0
311	1	0
312	1	0
313	1	0
314	1	0
315	1	0
316	1	0
317	1	0
318	1	0
319	1	0
320	1	0
321	1	0
322	1	0
323	1	0
324	1	0
325	1	0
326	1	0
327	1	0
328	1	0
329	1	0
330	1	0
331	1	0
332	1	0
333	1	0
334	1	0
335	1	0
336	1	0
337	1	0
338	1	0
339	1	0
340	1	0
341	1	0
342	1	0
343	1	0
344	1	0
345	1	0
346	1	0
347	1	0
348	1	0
349	1	0
350	1	0
351	1	0
352	1	0
353	1	0
354	1	0
355	1	0
356	1	0
357	1	0
358	1	0
359	1	0
360	1	0
361	1	0.000282107
362	1	0
363	1	0.003942955
364	1	0
365	1	0.010983299
366	1	0
367	1	0.020353295
368	1	0
369	1	0.031086267
370	1	0
371	1	0.042424852
372	1	0
373	1	0.053784442
374	1	0
375	1	0.064707294
376	1	0
377	1	0.07482867
378	1	0
379	1	0.083854646
380	1	0
381	1	0.091548431
382	1	0
383	1	0.097722307
384	1	0
385	1	0.102233072
386	1	0
387	1	0.104979565
388	1	0
389	1	0.105901394
390	1	0
391	1	0.104978393
392	1	0
393	1	0.102230537
394	1	0
395	1	0.097718206
396	1	0
397	1	0.091542785
398	1	0
399	1	0.083847834
400	1	0
401	1	0.074821392
402	1	0
403	1	0.064700388
404	1	0
405	1	0.053778652
406	1	0
407	1	0.042420642
408	1	0
409	1	0.031082154
410	1	0
411	1	0.020352987
412	1	0
413	1	0.010983403
414	1	0
415	1	0.003943019
416	1	0
417	1	0.000282359
418	1	0
419	1	0
420	1	0
421	1	0
422	1	0
423	1	0
424	1	0
425	1	0
426	1	0
427	1	0
428	1	0
429	1	0
430	1	0
431	1	0
432	1	0
433	1	0
434	1	0
435	1	0
436	1	0
437	1	0
438	1	0
439	1	0
440	1	0
441	1	0
442	1	0
443	1	0
444	1	0
445	1	0
446	1	0
447	1	0
448	1	0
449	1	0
450	1	0
