Case,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80,U81,U82,U83,U84,U85,U86,U87,U88,U89,U90,U91,U92,U93,U94,U95,U96,U97,U98,U99,U100,U101,U102,U103,U104,U105,U106,U107,U108,U109,U110,U111,U112,U113,U114,U115,U116,U117,U118,U119,U120,U121,U122,U123,U124,U125,U126,U127,U128,U129,U130,U131,U132,U133,U134,U135,U136,U137,U138,U139,U140,U141,U142,U143,U144,U145,U146,U147,U148,U149,U150,U151,U152,U153,U154,U155,U156,U157,U158,U159,U160,U161,U162,U163,U164,U165,U166,U167,U168,U169,U170,U171,U172,U173,U174,U175,U176,U177,U178,U179,U180,U181,U182,U183,U184,U185,U186,U187,U188,U189,U190,U191,U192,U193,U194,U195,U196,U197,U198,U199,U200,U201,U202,U203,U204,U205,U206,U207,U208,U209,U210,U211,U212,U213,U214,U215,U216,U217,U218,U219,U220,U221,U222,U223,U224,U225,U226,U227,U228,U229,U230,U231,U232,U233,U234,U235,U236,U237,U238,U239,U240,U241,U242,U243,U244,U245,U246,U247,U248,U249,U250,U251,U252,U253,U254,U255,U256,U257,U258,U259,U260,U261,U262,U263,U264,U265,U266,U267,U268,U269,U270,U271,U272,U273,U274,U275,U276,U277,U278,U279,U280,U281,U282,U283,U284,U285,U286,U287,U288,U289,U290,U291,U292,U293,U294,U295,U296,U297,U298,U299,U300,U301,U302,U303,U304,U305,U306,U307,U308,U309,U310,U311,U312,U313,U314,U315,U316,U317,U318,U319,U320,U321,U322,U323,U324,U325,U326,U327,U328,U329,U330,U331,U332,U333,U334,U335,U336,U337,U338,U339,U340,U341,U342,U343,U344,U345,U346,U347,U348,U349,U350,U351,U352,U353,U354,U355,U356,U357,U358,U359,U360,U361,U362,U363,U364,U365,U366,U367,U368,U369,U370,U371,U372,U373,U374,U375,U376,U377,U378,U379,U380,U381,U382,U383,U384,U385,U386,U387,U388,U389,U390,U391,U392,U393,U394,U395,U396,U397,U398,U399,U400,U401,U402,U403,U404,U405,U406,U407,U408,U409,U410,U411,U412,U413,U414,U415,U416,U417,U418,U419,U420,U421,U422,U423,U424,U425,U426,U427,U428,U429,U430,U431,U432,U433,U434,U435,U436,U437,U438,U439,U440,U441,U442,U443,U444,U445,U446,U447,U448,U449,U450,U451,U452,U453,U454,U455,U456,U457,U458,U459,U460,U461,U462,U463,U464,U465,U466,U467,U468,U469,U470,U471,U472,U473,U474,U475,U476,U477,U478,U479,U480,U481,U482,U483,U484,U485,U486,U487,U488,U489,U490,U491,U492,U493,U494,U495,U496,U497,U498,U499,U500,U501,U502,U503,U504,U505,U506,U507,U508,U509,U510,U511,U512,U513,U514,U515,U516,U517,U518,U519,U520,U521,U522,U523,U524,U525,U526,U527,U528,U529,U530,U531,U532,U533,U534,U535,U536,U537,U538,U539,U540,U541,U542,U543,U544,U545,U546,U547,U548,U549,U550,U551,U552,U553,U554,U555,U556,U557,U558,U559,U560,U561,U562,U563,U564,U565,U566,U567,U568,U569,U570,U571,U572,U573,U574,U575,U576,U577,U578,U579,U580,U581,U582,U583,U584,U585,U586,U587,U588,U589,U590,U591,U592,U593,U594,U595,U596,U597,U598,U599,U600,U601,U602,U603,U604,U605,U606,U607,U608,U609,U610,U611,U612,U613,U614,U615,U616,U617,U618,U619,U620,U621,U622,U623,U624,U625,U626,U627,U628,U629,U630,U631,U632,U633,U634,U635,U636,U637,U638,U639,U640,U641,U642,U643,U644,U645,U646,U647,U648,U649,U650,U651,DI1,DI2,DI3,DI4,DI5,DI6,DI7,DI8,DI9,DI10
0,0,0,0.000282841,0,0.003946267,0,0.010990225,0,0.020364103,0,0.031100706,0,0.042442296,0,0.053803991,0,0.06472788,0,0.074849203,0,0.083874163,0,0.091566213,0,0.097737912,0,0.102246299,0,0.104990402,0,0.105910025,0,0.104985235,0,0.102236267,0,0.09772369,0,0.091548912,0,0.083855309,0,0.074830561,0,0.064711142,0,0.053790426,0,0.042432498,0,0.031094521,0,0.020360786,0,0.010988768,0,0.003945769,0,0.000282737,0,0,0,0,0.003954442,0.018985923,0.044300583,0.077096058,0.114502597,0.154075437,0.19382597,0.232146632,0.267732367,0.299520905,0.326652401,0.348443956,0.364374383,0.374075629,0.377328331,0.374059857,0.36434384,0.348400816,0.326600162,0.299464262,0.267676655,0.232096897,0.193785954,0.154046829,0.114484843,0.077086827,0.044296757,0.018984722,0.003954177,0,0,0.010930077,0.043977313,0.095840723,0.161472583,0.235786317,0.31428601,0.393183496,0.469335386,0.540143941,0.603470407,0.657571564,0.70105744,0.73286499,0.752242754,0.758742649,0.752216223,0.732813719,0.700985275,0.657484618,0.603376782,0.540052734,0.469255092,0.393120271,0.314242404,0.235760968,0.161461064,0.095837309,0.043977025,0.010930164,0,0,0.019944444,0.075344389,0.158932331,0.262857866,0.379656055,0.502697072,0.626288489,0.745617192,0.856645462,0.956012822,1.040960174,1.109277202,1.159268631,1.1897341,1.199957187,1.189700327,1.159203519,1.109185957,1.040851022,0.955896589,0.856534181,0.745521911,0.626216911,0.50265184,0.379634386,0.262852808,0.15893533,0.075348319,0.019945947,0,0,0.029730736,0.109178607,0.226373219,0.370290895,0.531015631,0.699834867,0.869218486,1.032725997,1.184893608,1.321132302,1.437648792,1.531390021,1.600007125,1.641833757,1.655874232,1.641798046,1.599938509,1.531294504,1.437535841,1.321014321,1.184784237,1.032637467,0.869158783,0.699805714,0.531012136,0.370303232,0.226389967,0.109190744,0.02973494,0,0,0.039206827,0.141923105,0.291436848,0.47351669,0.675873162,0.887866503,1.100304678,1.305279602,1.496031807,1.666844283,1.812964687,1.93055209,2.016642916,2.069130738,2.086755428,2.069098295,2.016580929,1.930466769,1.812865838,1.666744696,1.495945359,1.305218313,1.100275581,0.88786947,0.675900657,0.473555856,0.291473538,0.141946767,0.039214796,0,0,0.047491281,0.170577801,0.348322366,0.563600462,0.802016741,1.051271157,1.300771705,1.541384859,1.765267886,1.965754991,2.137281345,2.275334226,2.376423229,2.438063376,2.458766529,2.438037807,2.376374863,2.275269036,2.137208775,1.965687296,1.765218124,1.541363798,1.300784567,1.051315426,0.802082064,0.563671105,0.348381823,0.170614412,0.047503459,0,0,0.05389928,0.192767322,0.392369093,0.633296349,0.899499809,1.177397255,1.455333763,1.723254237,1.972502801,2.195699477,2.386665029,2.540376341,2.652941178,2.721584988,2.744644872,2.721567462,2.652908663,2.540334337,2.386622248,2.195667147,1.972492621,1.72327526,1.455389144,1.177482116,0.899601316,0.633396437,0.39244949,0.192815715,0.053915269,0,0,0.057940518,0.20677345,0.420175449,0.677280736,0.960985342,1.256896539,1.552694667,1.837752479,2.102910531,2.340346133,2.54349818,2.707025376,2.826784309,2.899819047,2.924357068,2.899808264,2.826765038,2.707002617,2.543479861,2.340342406,2.102931741,1.837806114,1.552782181,1.257011316,0.96111289,0.677401579,0.42027036,0.206829906,0.057959093,0,0,0.059319862,0.211556377,0.429672488,0.692302297,0.981979853,1.28403521,1.585922442,1.876820253,2.147398659,2.38968498,2.596988544,2.763859893,2.886070068,2.960601266,2.985643518,2.96059413,2.88605791,2.763847325,2.596982892,2.389695594,2.147434958,1.876888775,1.586023778,1.284162052,0.98211723,0.692430486,0.429772242,0.211615393,0.059339224,0,0,0.057938822,0.206768242,0.420166379,0.677268425,0.960971008,1.256881678,1.552680809,1.837741036,2.102902716,2.340342884,2.543500058,2.707032465,2.826796165,2.899834734,2.924375279,2.899827477,2.826783665,2.707019119,2.543492862,2.340350808,2.102934853,1.837803781,1.552774905,1.257000316,0.961100022,0.677389066,0.420260326,0.206823792,0.05795701,0,0,0.053896194,0.192757798,0.392352421,0.633273591,0.899473128,1.177369353,1.455307463,1.723232198,1.972487349,2.195692443,2.386667538,2.540388616,2.652962436,2.721613522,2.744678277,2.721602925,2.652943229,2.54036513,2.386646676,2.19568314,1.97249887,1.723271471,1.455376248,1.177462367,0.899578128,0.633373877,0.39243142,0.192804726,0.053911537,0,0,0.047487331,0.170565517,0.348300694,0.563570607,0.801981353,1.051233655,1.300735768,1.541354068,1.765245465,1.965743543,2.137282539,2.275348499,2.376449651,2.438099758,2.458809739,2.438084153,2.376420432,2.275309984,2.137241614,1.965709216,1.765227342,1.541359903,1.300768785,1.051290716,0.802052879,0.563642695,0.348359115,0.170600657,0.047498817,0,0,0.039202635,0.141909929,0.29141335,0.473483928,0.675833776,0.887824061,1.100263174,1.305243077,1.496004036,1.666828416,1.812962839,1.93056497,2.016669656,2.069169016,2.086801838,2.069148777,2.016631142,1.930512404,1.812902939,1.666770046,1.495956899,1.30521554,1.100259838,0.887844014,0.675870344,0.473526337,0.291450032,0.141932623,0.039210069,0,0,0.029726888,0.109166339,0.226351041,0.370259522,0.530977297,0.699792781,0.869176412,1.032687918,1.184863386,1.321113282,1.437643336,1.531399083,1.600030056,1.641868428,1.655917411,1.641845832,1.599986696,1.531338871,1.437572468,1.321039976,1.18479682,1.032636418,0.869145372,0.699783076,0.530984909,0.370276728,0.226368986,0.109178246,0.029730826,0,0,0.01994139,0.075334456,0.158914064,0.26283159,0.379623384,0.502660513,0.626251138,0.745582468,0.856616815,0.955993356,1.040952183,1.10928175,1.159285344,1.189761274,1.199992135,1.189739766,1.159243883,1.109223635,1.040882619,0.955919261,0.856546034,0.745522384,0.62620704,0.502634274,0.379613025,0.262832052,0.158919047,0.075338765,0.019942873,0,0,0.010928069,0.043970557,0.095828003,0.161453931,0.235762705,0.314259101,0.393155448,0.46930868,0.54012118,0.60345402,0.657563422,0.701058493,0.732875091,0.75226074,0.758766614,0.752243816,0.732842376,0.701012385,0.657507694,0.603393701,0.540062038,0.469256294,0.39311408,0.314230726,0.235746621,0.161447183,0.095826567,0.043970869,0.010928258,0,0,0.003953486,0.018982446,0.044293783,0.07708585,0.114489438,0.154060185,0.193809789,0.232130911,0.267718613,0.299510578,0.326646664,0.348443437,0.364379056,0.37408487,0.377341083,0.374074815,0.364359582,0.348415886,0.326613158,0.299473961,0.267682185,0.232097932,0.19378286,0.154040678,0.114477234,0.077079526,0.044291225,0.018981677,0.00395331,0,0,0.000282641,0.003945313,0.010988213,0.020360983,0.031096604,0.042437465,0.053798785,0.064722733,0.074844603,0.083870603,0.091564096,0.097737462,0.102247521,0.104993102,0.105913868,0.104989813,0.102241137,0.097728399,0.091553017,0.083858415,0.074832371,0.064711534,0.053789503,0.042430603,0.031092177,0.020358568,0.010987143,0.003944945,0.000282559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.000282808,0,0.003946008,0,0.010989578,0,0.020362982,0,0.031099088,0,0.042440206,0,0.05380149,0,0.064725053,0,0.074846144,0,0.083870961,0,0.091562935,0,0.097734589,0,0.102242912,0,0.104986881,0,0.105906252,0,0.104981071,0,0.102231579,0,0.097718393,0,0.091543006,0,0.083848899,0,0.07482386,0,0.06470445,0,0.053784093,0,0.042426876,0,0.031089918,0,0.020357416,0,0.010986698,0,0.00394486,0,0.00028258,0,0,0,0,0.003954184,0.018984806,0.044298132,0.077092005,0.114496872,0.154068129,0.193817291,0.232136875,0.267721859,0.299509957,0.326641253,0.348432722,0.364363012,0.374063885,0.377315818,0.374046086,0.364328344,0.34838328,0.326580552,0.299442904,0.267654244,0.232074428,0.193764595,0.154027762,0.114469092,0.0770751,0.044289287,0.018981107,0.003953261,0,0,0.010929433,0.043974868,0.095835636,0.161464388,0.235774906,0.31427158,0.393166481,0.46931638,0.540123616,0.603449409,0.657550406,0.701036391,0.732843987,0.752221357,0.758720068,0.752191447,0.732785735,0.700953346,0.657448548,0.6033371,0.54001072,0.469212644,0.393079648,0.314205896,0.235730565,0.161438156,0.095822404,0.043969499,0.010928061,0,0,0.019943332,0.07534036,0.158924161,0.262844912,0.379638207,0.502674683,0.626262281,0.745588152,0.856614708,0.955981454,1.040929106,1.109246975,1.159239255,1.189704945,1.199926992,1.189667368,1.15916596,1.10914232,1.040800672,0.955840084,0.856473348,0.745459635,0.626156694,0.502597256,0.379588553,0.262817932,0.15891232,0.075336441,0.019942498,0,0,0.029729137,0.109172938,0.226361884,0.370273103,0.530991314,0.699804585,0.869183317,1.0326874,1.18485326,1.3210919,1.43760982,1.531353483,1.599973278,1.641801894,1.655842599,1.641764008,1.599899014,1.531246824,1.437478401,1.32094733,1.184709888,1.032559626,0.86908229,0.699735548,0.53095265,0.370257545,0.226359499,0.109174794,0.029730213,0,0,0.039204773,0.141915901,0.291422563,0.473494426,0.675842931,0.887829119,1.100261626,1.305232889,1.495983779,1.666797397,1.81292122,1.930513794,2.016610617,2.06910393,2.086731993,2.069074523,2.016552042,1.930428003,1.81281382,1.666678613,1.495867413,1.30513328,1.100189722,0.887789269,0.675831769,0.473502376,0.291437502,0.141927685,0.039209059,0,0,0.047488839,0.170569289,0.34830558,0.563574435,0.8019816,1.051227991,1.300722439,1.541332101,1.765214745,1.965704843,2.137237528,2.27529963,2.376399761,2.438051306,2.45876382,2.438039728,2.376374333,2.275258063,2.137180745,1.965639189,1.765151532,1.541284297,1.300699961,1.05123382,0.802010469,0.563614644,0.348343271,0.170593739,0.047497159,0,0,0.053896544,0.192757818,0.392350419,0.633267513,0.899461063,1.177349965,1.455280288,1.723197794,1.972447309,2.195649361,2.386624944,2.540350774,2.652933842,2.721597921,2.744677205,2.721614126,2.652959898,2.540377188,2.386644355,2.19566109,1.972458284,1.723218923,1.455320407,1.177410899,0.899536067,0.633343428,0.392412473,0.192795498,0.053909002,0,0,0.057937596,0.206763325,0.420155607,0.677250191,0.960944467,1.256846944,1.55263909,1.837694691,2.10285523,2.340298826,2.543465006,2.707012834,2.82679875,2.899865721,2.924438386,2.899921053,2.826897588,2.707134818,2.543588942,2.340412177,2.102958334,1.837796465,1.552748342,1.256965374,0.96106502,0.677359615,0.420239559,0.206812488,0.057953547,0,0,0.059316873,0.211546033,0.429652251,0.692271212,0.981938389,1.283985149,1.585866796,1.876763214,2.147345562,2.389642293,2.596963859,2.763861894,2.886108372,2.96068588,2.985783319,2.960792951,2.886307113,2.764118053,2.597233254,2.389890483,2.147562227,1.876956859,1.586048427,1.284158579,0.982098566,0.692407278,0.429752258,0.211603045,0.059335069,0,0,0.057935887,0.206758088,0.420146527,0.677237971,0.960930471,1.25683291,1.552626942,1.837686474,2.102853171,2.340305475,2.5434835,2.70704735,2.826855339,2.899953683,2.924572092,2.900121059,2.827183625,2.707499161,2.543971591,2.340748989,2.103220509,1.837989382,1.552884661,1.257055604,0.961120536,0.677390641,0.420254611,0.206818199,0.057954747,0,0,0.053893429,0.19274823,0.39233371,0.633244889,0.899434949,1.177323503,1.455257006,1.723181487,1.972442111,2.195659973,2.386657036,2.540411745,2.653034233,2.721753814,2.744913929,2.721970849,2.653494645,2.54114243,2.387528572,2.196425246,1.973030118,1.723619073,1.455589533,1.17758481,0.899641827,0.633402319,0.392441094,0.192806442,0.053911345,0,0,0.047484847,0.170556901,0.348283816,0.563544682,0.801946835,1.051192184,1.300690151,1.541308326,1.765204942,1.965715139,2.137275106,2.275373535,2.376522456,2.438241436,2.459050752,2.438471347,2.377031407,2.276304764,2.138969133,1.967218523,1.76606172,1.541866844,1.301076464,1.051472101,0.802154045,0.563694391,0.348382158,0.170608762,0.047500449,0,0,0.039200525,0.14190258,0.291398901,0.473461663,0.675804045,0.88778824,1.100223651,1.305203297,1.495968599,1.666803288,1.812955718,1.930585906,2.016732094,2.069291584,2.087011452,2.06948661,2.017164675,1.93136295,1.814359106,1.66838103,1.496910327,1.305790753,1.100613771,0.888057023,0.675992966,0.473592018,0.291481409,0.141944808,0.039212883,0,0,0.029725226,0.109160495,0.226339472,0.370241594,0.530953235,0.699763637,0.869144052,1.03265504,1.184833599,1.321091248,1.437635027,1.531412203,1.600074722,1.641958225,1.656071039,1.642089133,1.600355196,1.531869754,1.438286082,1.321876734,1.185525039,1.033145914,0.869476712,0.69998969,0.531107063,0.370343836,0.226401911,0.109191399,0.029733944,0,0,0.019940215,0.075330246,0.158905625,0.262818392,0.379605532,0.502638725,0.62622672,0.745557318,0.856593459,0.955975018,1.040942919,1.109286644,1.159310806,1.189815437,1.200085251,1.189884418,1.159453546,1.109515738,1.041267584,0.95636816,0.856986212,0.745880143,0.626462105,0.502801076,0.379714416,0.262888645,0.158947014,0.0753499,0.019945455,0,0,0.010927374,0.043967958,0.095822668,0.161445459,0.23575112,0.314244821,0.39313926,0.469291732,0.540104986,0.603440478,0.657554849,0.70105767,0.732885316,0.752285888,0.758811229,0.752313311,0.732944356,0.701156549,0.657699753,0.603622895,0.540298319,0.469465098,0.393274439,0.314340791,0.235815148,0.161485676,0.095845382,0.043978092,0.010929788,0,0,0.003953197,0.018981232,0.044291165,0.077081587,0.114483518,0.154052797,0.193801304,0.23212187,0.267709723,0.2995027,0.326640812,0.348440755,0.36438079,0.37409235,0.377355856,0.374099195,0.364397447,0.348472414,0.326691512,0.299570768,0.267786104,0.232194156,0.19386027,0.1540955,0.114511767,0.077098728,0.044300248,0.018984808,0.003953793,0,0,0.000282598,0.003945022,0.010987506,0.02035978,0.031094894,0.042435297,0.053796258,0.064719991,0.07484183,0.083868017,0.091561942,0.097735996,0.102246981,0.104993702,0.105915878,0.104993819,0.102248358,0.097740545,0.091571354,0.083882413,0.074859217,0.064737195,0.053810597,0.042445653,0.031101535,0.020363556,0.010989255,0.00394547,0.00028251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0
